ID,Age,Age_Intervals,Education,Marital_Status,Income,Income_Intervals,Kidhome,Teenhome,LastPurchase,Recency_Intervals,Wines,Fruits,Meats,Fish,Sweets,Gold,total_purchases,DiscountPurchases,WebPurchases,CatalogPurchases,StorePurchases,WebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
9140,64,Middle-Aged,non_graduate,Together,50523,Medium,1,1,89,61-90 days,51,4,24,4,7,1,91,2,2,0,4,6,0,0,0,0,0,0,0
6885,47,other,Graduate,Divorced,32952,Medium,1,0,36,31-60 days,38,0,12,3,1,1,55,1,2,0,3,7,0,0,0,0,0,0,0
10560,44,other,non_graduate,Single,36802,Medium,1,0,23,0-30 days,16,1,2,0,0,1,20,1,1,0,3,5,0,0,0,0,0,0,0
5068,53,Middle-Aged,Graduate,Single,22804,other_income,1,0,75,61-90 days,14,1,7,2,1,1,26,1,2,0,2,9,0,0,0,0,0,0,0
11091,71,other,Graduate,Together,34587,Medium,1,1,68,61-90 days,7,2,9,2,0,2,22,2,1,0,3,4,0,0,0,0,0,0,0
7386,48,other,Graduate,Divorced,30992,Medium,1,0,83,61-90 days,17,0,14,7,3,2,43,1,1,0,3,7,0,0,0,0,0,0,0
274,51,Middle-Aged,Graduate,Single,34853,Medium,1,1,75,61-90 days,9,3,15,2,3,2,34,2,2,0,3,6,0,0,0,0,0,0,0
3712,65,Middle-Aged,Graduate,Divorced,52332,Medium,0,0,63,61-90 days,212,5,33,7,0,2,259,1,3,2,6,4,0,1,0,0,0,0,0
4791,44,other,Graduate,Together,44964,Medium,1,1,35,31-60 days,19,1,17,2,0,2,41,1,1,0,3,8,0,0,0,0,0,0,0
2337,53,Middle-Aged,Graduate,Divorced,29819,other_income,1,0,77,61-90 days,9,1,24,2,1,2,39,3,3,0,3,6,0,0,0,0,0,0,0
11007,56,Middle-Aged,non_graduate,Married,29187,other_income,1,0,43,31-60 days,26,0,6,0,0,2,34,1,1,0,3,8,0,0,0,0,0,0,0
10749,33,other,Graduate,Single,8028,other_income,0,0,62,61-90 days,73,18,66,7,12,2,178,15,0,1,0,13,0,0,0,0,0,0,0
800,64,Middle-Aged,Graduate,Together,44512,Medium,1,1,57,31-60 days,23,1,6,0,0,2,32,2,1,0,3,4,0,0,0,0,0,0,0
2868,75,other,non_graduate,Single,26518,other_income,1,1,33,31-60 days,20,1,28,3,3,2,57,3,2,0,3,8,0,0,0,0,0,0,1
4855,50,other,non_graduate,Together,30351,Medium,1,0,19,0-30 days,14,0,24,3,3,2,46,1,3,0,2,9,0,0,0,0,0,0,1
9423,45,other,non_graduate,Married,32765,Medium,1,0,49,31-60 days,13,3,17,7,3,3,46,2,2,0,4,5,0,0,0,0,0,0,0
8953,59,Middle-Aged,non_graduate,Single,35791,Medium,2,1,94,More than 90 days,27,0,5,0,0,3,35,2,1,0,3,8,0,0,0,0,0,0,0
6471,53,Middle-Aged,non_graduate,Single,36230,Medium,1,0,17,0-30 days,14,2,30,8,2,3,59,1,2,0,4,5,0,0,0,0,0,0,0
4860,54,Middle-Aged,Graduate,Single,24206,other_income,1,0,66,61-90 days,7,2,8,3,2,3,25,1,1,0,3,6,0,0,0,0,0,0,0
3769,52,Middle-Aged,non_graduate,Together,51371,Medium,1,0,17,0-30 days,25,1,13,0,0,3,42,1,1,0,3,7,0,0,0,0,0,0,0
1403,49,other,non_graduate,Together,34984,Medium,1,1,40,31-60 days,8,4,15,3,5,3,38,2,1,0,3,7,0,0,0,0,0,0,0
5680,40,other,non_graduate,Married,35684,Medium,1,0,66,61-90 days,10,4,7,0,6,3,30,1,1,0,3,6,0,0,0,0,0,0,0
8799,40,other,non_graduate,Married,38175,Medium,1,0,6,0-30 days,70,6,69,2,3,3,153,3,3,1,4,7,0,0,0,0,0,0,0
3025,66,Middle-Aged,Graduate,Single,49967,Medium,0,1,4,0-30 days,212,6,69,4,12,3,306,3,6,1,5,7,0,0,0,0,0,0,0
1519,52,Middle-Aged,non_graduate,Single,38578,Medium,1,1,2,0-30 days,38,4,22,3,3,3,73,3,3,0,3,8,0,0,0,0,0,0,1
3645,52,Middle-Aged,non_graduate,Single,27213,other_income,1,0,19,0-30 days,19,3,26,10,9,3,70,3,2,0,4,8,0,0,0,0,0,0,1
8234,51,Middle-Aged,non_graduate,Together,27190,other_income,1,0,13,0-30 days,1,6,7,0,1,3,18,1,1,0,2,8,1,0,0,0,0,0,1
1581,44,other,Graduate,Married,37406,Medium,1,0,18,0-30 days,2,0,8,2,2,3,17,1,1,0,2,8,0,0,0,0,0,0,1
6398,50,other,non_graduate,Married,18393,other_income,1,0,2,0-30 days,7,10,13,16,0,4,50,2,3,0,3,8,0,0,0,0,0,0,0
6864,35,other,non_graduate,Divorced,10979,other_income,0,0,34,31-60 days,8,4,10,2,2,4,30,2,3,0,3,5,0,0,0,0,0,0,0
868,58,Middle-Aged,Graduate,Married,44794,Medium,0,1,99,More than 90 days,54,0,7,0,0,4,65,1,2,0,3,6,0,0,0,0,0,0,0
9973,61,Middle-Aged,Graduate,Married,50437,Medium,0,2,28,0-30 days,370,9,92,6,9,4,490,3,7,1,8,7,0,0,0,0,0,0,0
451,35,other,Graduate,Single,9255,other_income,1,0,91,More than 90 days,9,0,7,2,0,4,22,1,1,1,2,8,0,0,0,0,0,0,0
793,51,Middle-Aged,Graduate,Married,20895,other_income,1,0,24,0-30 days,18,3,17,3,0,4,45,1,2,0,3,9,0,0,0,0,0,0,0
6431,60,Middle-Aged,non_graduate,Married,45759,Medium,1,1,13,0-30 days,42,1,18,3,0,4,68,2,2,0,3,7,0,0,0,0,0,0,0
5138,74,other,Graduate,Together,28320,other_income,0,1,68,61-90 days,19,1,14,3,2,4,43,1,1,0,3,8,0,0,0,0,0,0,0
1501,42,other,non_graduate,Married,117435.625,other_income,0,0,21,0-30 days,55,16,556,17,3,4,651,15,0,10,1,0,0,0,0,0,0,0,0
10509,69,Middle-Aged,non_graduate,Single,36927,Medium,1,1,46,31-60 days,51,0,16,0,0,4,71,2,3,0,3,8,0,0,0,0,0,0,0
1461,59,Middle-Aged,non_graduate,Divorced,36921,Medium,1,1,74,61-90 days,17,1,12,3,1,4,38,2,2,0,3,7,0,0,0,0,0,0,0
10277,63,Middle-Aged,Graduate,Single,30081,Medium,0,1,27,0-30 days,36,0,2,0,0,4,42,1,1,0,3,7,0,0,0,0,0,0,0
6119,61,Middle-Aged,non_graduate,Single,36736,Medium,1,1,52,31-60 days,10,0,3,0,0,4,17,1,1,0,2,6,0,0,0,0,0,0,0
8595,51,Middle-Aged,Graduate,Widow,42429,Medium,0,1,99,More than 90 days,55,0,6,2,0,4,67,2,1,1,3,5,0,0,0,0,0,0,0
9216,53,Middle-Aged,Graduate,Married,35788,Medium,1,1,34,31-60 days,23,2,11,3,1,4,44,2,2,0,3,6,0,0,0,0,0,0,0
339,52,Middle-Aged,non_graduate,Married,57091,Medium,0,1,82,61-90 days,462,0,24,6,0,4,496,2,9,2,5,7,0,1,0,0,0,0,1
7230,64,Middle-Aged,non_graduate,Divorced,50611,Medium,0,1,98,More than 90 days,459,0,24,6,0,4,493,6,4,5,7,6,0,1,0,0,0,0,1
2552,69,Middle-Aged,non_graduate,Single,55521,Medium,1,2,11,0-30 days,416,0,26,0,0,4,446,9,6,3,6,7,0,1,0,0,0,0,1
1715,46,other,Graduate,Together,25851,other_income,1,0,45,31-60 days,9,4,18,7,5,5,48,2,2,0,3,7,0,0,0,0,0,0,0
692,70,Middle-Aged,Graduate,Together,36807,Medium,1,1,88,61-90 days,4,2,5,0,0,5,16,1,1,0,2,6,0,0,0,0,0,0,0
55,61,Middle-Aged,Graduate,Together,56253,Medium,0,1,83,61-90 days,509,0,65,7,11,5,597,4,7,2,9,6,0,0,0,0,0,0,0
8858,52,Middle-Aged,non_graduate,Married,44325,Medium,0,1,69,61-90 days,516,0,21,0,0,5,542,4,8,2,7,8,0,1,0,0,0,0,0
4290,52,Middle-Aged,Graduate,Married,30467,Medium,1,0,8,0-30 days,1,3,8,2,5,5,24,1,1,0,2,7,0,0,0,0,0,0,0
9477,70,Middle-Aged,non_graduate,Married,65324,other_income,0,1,0,0-30 days,384,0,102,21,32,5,544,3,6,2,9,4,0,0,0,0,0,0,0
5790,39,other,Graduate,Married,31158,Medium,1,0,62,61-90 days,25,6,16,20,0,5,72,2,2,0,3,8,0,0,0,0,0,0,0
8523,56,Middle-Aged,Graduate,Married,19329,other_income,1,0,39,31-60 days,24,1,16,12,2,5,60,3,4,0,3,8,0,0,0,0,0,0,0
2948,70,Middle-Aged,non_graduate,Divorced,62637,other_income,0,1,76,61-90 days,104,12,48,4,12,5,185,1,2,2,5,2,0,0,0,0,0,0,0
1502,41,other,Graduate,Together,28427,other_income,1,0,67,61-90 days,18,3,19,3,3,6,52,2,2,0,3,8,0,0,0,0,0,0,0
2902,66,Middle-Aged,Graduate,Together,51371,Medium,1,1,87,61-90 days,19,4,12,2,2,6,45,1,1,0,3,5,0,0,0,0,0,0,0
8541,34,other,non_graduate,Married,24683,other_income,1,0,98,More than 90 days,8,4,10,6,7,6,41,2,2,0,4,5,0,0,0,0,0,0,0
9239,63,Middle-Aged,non_graduate,Married,61923,other_income,0,2,94,More than 90 days,92,4,18,3,3,6,126,1,2,1,4,3,0,0,0,0,0,0,0
3011,59,Middle-Aged,Graduate,Married,69139,other_income,0,1,23,0-30 days,86,12,75,33,15,6,227,1,4,1,5,4,0,0,0,0,0,0,0
113,73,other,Graduate,Married,30833,Medium,1,1,33,31-60 days,11,0,7,3,1,6,28,2,1,0,3,5,0,0,0,0,0,0,0
24,64,Middle-Aged,non_graduate,Together,17144,other_income,1,1,96,More than 90 days,18,2,19,0,2,6,47,5,3,0,4,7,0,0,0,0,0,0,0
1523,51,Middle-Aged,Graduate,Married,59041,Medium,1,1,25,0-30 days,69,2,15,2,2,6,96,2,2,0,4,5,0,0,0,0,0,0,0
10556,65,Middle-Aged,Graduate,Married,54984,Medium,0,1,51,31-60 days,173,13,131,32,3,6,358,4,6,1,6,7,0,0,0,1,0,0,0
8724,42,other,Graduate,Single,28567,other_income,1,0,57,31-60 days,11,3,22,2,2,6,46,2,2,0,3,6,0,0,0,0,0,0,0
5389,60,Middle-Aged,Graduate,Married,48920,Medium,0,2,93,More than 90 days,238,17,68,8,10,6,347,3,6,2,5,7,0,1,0,0,0,0,0
3158,51,Middle-Aged,Graduate,Married,32300,Medium,1,0,1,0-30 days,13,3,6,6,5,6,39,1,1,0,3,8,0,0,0,0,0,0,0
3641,48,other,Graduate,Married,13624,other_income,1,0,93,More than 90 days,10,2,15,2,1,6,36,2,2,0,3,6,0,0,0,0,0,0,0
736,41,other,Graduate,Together,28427,other_income,1,0,67,61-90 days,18,3,19,3,3,6,52,2,2,0,3,8,0,0,0,0,0,0,0
6287,38,other,Graduate,Together,34728,Medium,1,0,2,0-30 days,14,0,16,0,0,6,36,1,1,1,2,6,0,0,0,0,0,0,1
6912,57,Middle-Aged,non_graduate,Married,63246,other_income,0,2,60,31-60 days,593,30,91,29,22,7,772,1,6,3,12,4,0,0,0,0,0,0,0
5186,69,Middle-Aged,non_graduate,Married,58482,Medium,0,1,59,31-60 days,576,7,115,19,7,7,731,2,7,4,9,6,0,1,0,0,0,0,0
2814,48,other,non_graduate,Together,30560,Medium,1,0,6,0-30 days,9,1,5,4,5,7,31,1,1,0,3,7,0,0,0,0,0,0,0
4268,65,Middle-Aged,Graduate,Married,53154,Medium,0,1,50,31-60 days,129,0,21,0,1,7,158,1,3,1,4,4,0,0,0,0,0,0,0
2154,53,Middle-Aged,Graduate,Widow,30372,Medium,1,1,33,31-60 days,15,0,12,7,3,7,44,3,2,0,3,7,0,0,0,0,0,0,0
5394,45,other,non_graduate,Single,16014,other_income,1,1,42,31-60 days,3,9,4,7,8,7,38,4,1,1,4,3,0,0,0,0,0,0,0
503,39,other,non_graduate,Married,20559,other_income,1,0,88,61-90 days,13,1,29,3,0,7,53,2,2,0,3,8,0,0,0,0,0,0,0
4550,58,Middle-Aged,non_graduate,Together,33564,Medium,0,1,51,31-60 days,61,0,3,0,0,7,71,1,1,1,3,5,0,0,0,0,0,0,0
1991,57,Middle-Aged,Graduate,Together,44931,Medium,0,1,0,0-30 days,78,0,11,0,0,7,96,1,2,1,3,5,0,0,0,0,0,0,0
8442,39,other,non_graduate,Married,19510,other_income,2,0,63,61-90 days,9,0,7,3,4,7,30,2,1,0,3,7,0,0,0,0,0,0,0
9576,42,other,non_graduate,Together,32313,Medium,1,0,60,31-60 days,86,4,56,2,4,7,159,3,4,0,4,9,0,0,0,0,0,0,0
11121,43,other,Graduate,Married,19419,other_income,1,0,76,61-90 days,2,14,28,16,3,7,70,4,4,0,3,9,0,0,0,0,0,0,0
6019,53,Middle-Aged,non_graduate,Married,37126,Medium,1,0,9,0-30 days,45,3,9,4,4,7,72,1,1,2,2,6,1,0,0,0,0,0,1
2634,45,other,non_graduate,Single,16653,other_income,1,0,10,0-30 days,5,7,31,15,4,7,69,3,2,1,3,6,0,0,0,0,0,0,1
6215,47,other,Graduate,Married,31353,Medium,1,1,24,0-30 days,10,0,10,3,1,7,31,2,1,1,2,8,0,0,0,0,0,0,1
2620,50,other,non_graduate,Married,34596,Medium,1,0,48,31-60 days,14,0,2,0,0,7,23,1,1,0,2,8,0,0,0,0,0,0,1
10242,58,Middle-Aged,non_graduate,Together,47472,Medium,1,1,39,31-60 days,56,0,11,0,0,8,75,2,2,0,4,5,0,0,0,0,0,0,0
10451,59,Middle-Aged,Graduate,Together,29672,other_income,1,1,6,0-30 days,9,1,3,0,4,8,25,1,0,0,3,6,0,0,0,0,0,0,0
9988,48,other,non_graduate,Single,70379,other_income,0,1,84,61-90 days,553,25,142,65,67,8,860,3,6,3,13,4,0,0,0,0,0,0,0
3722,52,Middle-Aged,Graduate,Single,44503,Medium,1,1,83,61-90 days,31,1,8,0,0,8,48,2,2,0,3,6,0,0,0,0,0,0,0
564,43,other,non_graduate,Together,56937,Medium,1,0,81,61-90 days,746,8,125,11,8,8,906,7,8,6,9,6,0,1,0,0,0,0,1
4827,68,Middle-Aged,non_graduate,Single,54998,Medium,0,1,3,0-30 days,154,22,202,39,30,8,455,5,4,2,9,4,0,0,0,0,0,0,1
456,38,other,non_graduate,Married,7500,other_income,1,0,96,More than 90 days,1,11,5,4,6,9,36,2,2,0,3,8,0,0,0,0,0,0,0
1921,57,Middle-Aged,non_graduate,Married,59062,Medium,2,1,74,61-90 days,46,1,12,3,0,9,71,2,2,0,3,4,0,0,0,0,0,0,0
3829,45,other,non_graduate,Together,24594,other_income,1,0,94,More than 90 days,1,3,6,10,0,9,29,1,1,0,3,5,0,0,0,0,0,0,0
10766,60,Middle-Aged,non_graduate,Married,65526,other_income,0,1,22,0-30 days,397,19,69,12,0,9,506,1,4,4,8,2,0,0,0,0,0,0,0
78,55,Middle-Aged,Graduate,Married,25293,other_income,1,0,51,31-60 days,15,0,11,0,2,9,37,1,1,1,2,8,0,0,0,0,0,0,0
8147,64,Middle-Aged,Graduate,Married,31454,Medium,1,1,40,31-60 days,28,0,11,0,0,9,48,3,2,0,3,8,0,0,0,0,0,0,0
8372,50,other,Graduate,Married,34421,Medium,1,0,81,61-90 days,3,3,7,6,2,9,30,1,1,0,2,7,0,0,0,0,0,0,0
4725,74,other,non_graduate,Together,50616,Medium,0,1,71,61-90 days,30,2,25,0,1,9,67,1,1,1,4,2,0,0,0,0,0,0,0
10525,38,other,Graduate,Single,26576,other_income,1,0,40,31-60 days,10,0,8,0,0,9,27,1,1,0,2,9,1,0,0,0,0,0,1
10913,40,other,non_graduate,Single,31385,Medium,1,0,56,31-60 days,3,2,12,0,1,9,27,1,1,0,2,8,1,0,0,0,0,0,1
2075,55,Middle-Aged,Graduate,Married,72460,other_income,0,0,56,31-60 days,377,10,540,80,30,10,1047,1,3,5,7,1,0,0,0,0,0,0,0
10033,51,Middle-Aged,non_graduate,Divorced,31163,Medium,1,0,54,31-60 days,2,3,10,11,2,10,38,1,1,0,3,6,0,0,0,0,0,0,0
4867,56,Middle-Aged,non_graduate,Single,38236,Medium,1,1,2,0-30 days,58,0,18,2,0,10,88,4,3,0,4,7,0,0,0,0,0,0,0
7409,54,Middle-Aged,Graduate,Together,53187,Medium,1,0,66,61-90 days,211,2,30,7,7,10,267,2,4,1,6,5,0,0,0,0,0,0,0
6347,45,other,non_graduate,Single,15862,other_income,1,0,26,0-30 days,1,1,4,11,9,10,36,1,1,0,3,8,0,0,0,0,0,0,0
8233,74,other,non_graduate,Widow,64866,other_income,0,1,9,0-30 days,508,5,21,7,5,10,556,4,7,3,7,5,0,1,0,0,0,0,0
2518,38,other,non_graduate,Together,20491,other_income,0,0,16,0-30 days,5,4,5,4,2,10,30,1,0,1,2,7,0,0,0,0,0,0,0
8143,39,other,non_graduate,Single,37929,Medium,0,0,49,31-60 days,202,2,46,3,2,10,265,2,4,2,5,7,0,1,0,1,0,0,1
6205,57,Middle-Aged,non_graduate,Single,32557,Medium,1,0,13,0-30 days,34,3,29,0,4,10,80,3,2,1,3,5,0,0,0,0,0,0,1
7042,41,other,Graduate,Married,36790,Medium,0,0,14,0-30 days,3,3,14,15,21,10,66,1,2,1,2,9,0,0,0,0,0,0,1
9986,42,other,Graduate,Together,19444,other_income,1,0,8,0-30 days,16,0,23,3,2,10,54,3,4,1,2,7,0,0,0,0,0,0,1
5585,52,Middle-Aged,Graduate,Single,21359,other_income,1,0,1,0-30 days,12,2,17,6,1,10,48,2,2,0,3,8,0,0,0,0,0,0,1
7861,72,other,non_graduate,Married,77027,other_income,0,1,23,0-30 days,820,57,242,45,0,11,1175,2,8,3,6,4,0,0,0,0,0,0,0
8397,73,other,Graduate,Married,44689,Medium,1,1,82,61-90 days,18,0,5,0,0,11,34,2,1,1,2,7,1,0,0,0,0,0,0
10203,34,other,Graduate,Single,26095,other_income,1,0,77,61-90 days,11,7,9,3,1,11,42,1,1,0,3,7,0,0,0,0,0,0,0
2557,54,Middle-Aged,non_graduate,Single,29548,other_income,1,0,52,31-60 days,7,1,6,3,1,11,29,1,1,1,2,4,1,0,0,0,0,0,0
3037,41,other,non_graduate,Married,50150,Medium,0,0,32,31-60 days,135,46,92,65,61,11,410,2,5,2,7,5,0,0,0,0,0,0,0
9738,38,other,non_graduate,Together,42386,Medium,1,0,43,31-60 days,65,4,16,0,4,11,100,1,3,0,3,8,0,0,0,0,0,0,0
1777,44,other,non_graduate,Married,25965,other_income,0,0,29,0-30 days,2,2,11,41,7,11,74,1,2,0,3,8,0,0,0,0,0,0,0
4865,50,other,non_graduate,Divorced,53367,Medium,1,1,2,0-30 days,229,7,140,10,3,11,400,7,5,1,8,7,0,0,0,0,0,0,1
5093,50,other,non_graduate,Divorced,25509,other_income,1,0,15,0-30 days,40,3,30,10,7,11,101,3,3,0,3,9,0,0,0,0,0,0,1
8524,50,other,non_graduate,Divorced,25509,other_income,1,0,15,0-30 days,40,3,30,10,7,11,101,3,3,0,3,9,0,0,0,0,0,0,1
7685,46,other,Graduate,Married,33039,Medium,1,0,4,0-30 days,30,8,12,8,8,12,78,1,2,0,4,5,0,0,0,0,0,0,0
3136,62,Middle-Aged,non_graduate,Divorced,59432,Medium,0,1,88,61-90 days,317,25,265,25,19,12,663,3,5,3,11,5,0,0,0,0,0,0,0
2106,50,other,non_graduate,Married,20130,other_income,0,0,99,More than 90 days,0,6,3,7,6,12,34,1,1,0,3,8,0,0,0,0,0,0,0
7476,60,Middle-Aged,non_graduate,Single,63972,other_income,0,1,93,More than 90 days,928,63,254,0,12,12,1269,4,5,4,10,4,0,1,0,0,0,0,0
326,51,Middle-Aged,Graduate,Married,51148,Medium,1,1,38,31-60 days,235,6,45,8,9,12,315,4,5,1,6,6,0,0,0,0,0,0,0
2428,54,Middle-Aged,Graduate,Married,28164,other_income,1,0,23,0-30 days,3,18,26,11,8,12,78,3,2,0,4,7,0,0,0,0,0,0,0
1517,55,Middle-Aged,Graduate,Single,30822,Medium,1,0,92,More than 90 days,3,9,13,2,12,12,51,1,1,0,3,7,0,0,0,0,0,0,0
9485,38,other,non_graduate,Married,45921,Medium,0,0,23,0-30 days,102,9,49,24,3,12,199,1,2,1,6,4,0,0,0,0,0,0,0
9365,48,other,non_graduate,Single,60000,Medium,0,1,57,31-60 days,1048,0,217,0,0,12,1277,5,11,3,5,6,0,0,0,0,0,0,0
5303,50,other,non_graduate,Together,79632,other_income,0,0,42,31-60 days,471,0,510,99,21,12,1113,1,6,4,9,2,0,0,0,0,0,0,0
8015,62,Middle-Aged,non_graduate,Divorced,85696,other_income,0,0,88,61-90 days,714,76,395,116,0,12,1313,1,4,6,9,1,0,0,0,0,0,0,1
1745,62,Middle-Aged,non_graduate,Divorced,85696,other_income,0,0,88,61-90 days,714,76,395,116,0,12,1313,1,4,6,9,1,0,0,0,0,0,0,1
1631,59,Middle-Aged,non_graduate,Together,65220,other_income,0,0,3,0-30 days,890,63,292,0,25,12,1282,4,8,4,7,6,0,0,0,0,0,0,1
4012,52,Middle-Aged,non_graduate,Together,62220,other_income,0,1,55,31-60 days,799,12,375,16,12,12,1226,5,7,6,5,6,0,0,0,0,0,0,1
3547,55,Middle-Aged,non_graduate,Together,41021,Medium,1,0,12,0-30 days,14,7,9,6,16,12,64,2,2,0,3,6,0,0,0,0,0,0,1
8341,55,Middle-Aged,non_graduate,Married,30396,Medium,1,0,22,0-30 days,15,0,6,0,1,12,34,2,1,1,2,7,1,0,0,0,0,0,1
948,53,Middle-Aged,Graduate,Single,10245,other_income,1,0,32,31-60 days,4,7,7,6,4,13,41,3,1,2,2,5,0,0,0,0,0,0,0
3479,74,other,Graduate,Single,16813,other_income,0,0,49,31-60 days,4,8,11,12,2,13,50,1,2,0,3,7,1,0,0,0,0,0,0
2613,64,Middle-Aged,non_graduate,Married,54197,Medium,0,1,16,0-30 days,162,6,37,6,13,13,237,2,1,3,6,1,0,0,0,0,0,0,0
4331,46,other,non_graduate,Together,85738,other_income,0,0,41,31-60 days,913,26,376,17,26,13,1371,1,3,6,11,1,0,1,1,0,0,0,0
7987,55,Middle-Aged,Graduate,Married,65747,other_income,0,1,96,More than 90 days,346,17,48,23,13,13,460,4,8,1,6,6,0,1,0,0,0,0,0
7892,55,Middle-Aged,Graduate,Single,18589,other_income,0,0,89,61-90 days,6,4,25,15,12,13,75,2,2,1,3,7,0,0,0,0,0,0,0
5252,55,Middle-Aged,Graduate,Divorced,23910,other_income,1,0,80,61-90 days,16,12,18,7,1,13,67,1,2,0,3,7,0,0,0,0,0,0,0
4764,72,other,non_graduate,Together,40442,Medium,1,1,52,31-60 days,45,12,52,25,22,13,169,4,3,1,4,7,0,0,0,0,0,0,1
9289,45,other,Graduate,Married,36781,Medium,1,0,16,0-30 days,29,1,17,0,3,13,63,1,2,1,2,8,0,0,0,0,0,0,1
10264,45,other,Graduate,Divorced,15287,other_income,1,0,60,31-60 days,1,2,8,4,3,13,31,2,1,1,2,7,1,0,0,0,0,0,1
234,45,other,Graduate,Divorced,15287,other_income,1,0,60,31-60 days,1,2,8,4,3,13,31,2,1,1,2,7,1,0,0,0,0,0,1
8780,74,other,non_graduate,Together,59292,Medium,0,1,71,61-90 days,378,14,68,19,14,14,507,2,3,5,8,3,0,0,0,0,0,0,0
7505,67,Middle-Aged,non_graduate,Married,44155,Medium,1,1,24,0-30 days,22,1,9,0,0,14,46,1,1,1,2,4,0,0,0,0,0,0,0
7254,55,Middle-Aged,Graduate,Together,38361,Medium,1,0,74,61-90 days,39,0,56,20,8,14,137,3,3,1,3,7,0,0,0,0,0,0,0
1177,58,Middle-Aged,non_graduate,Together,49618,Medium,1,1,77,61-90 days,80,3,26,4,2,14,129,4,3,1,3,7,0,0,0,0,0,0,0
2525,50,other,non_graduate,Married,38410,Medium,0,0,65,61-90 days,153,64,123,116,64,14,534,2,5,2,9,6,0,0,0,0,0,0,1
8268,63,Middle-Aged,non_graduate,Married,51371,Medium,0,1,23,0-30 days,352,0,27,10,0,15,404,3,6,1,7,6,0,0,0,0,0,0,0
2564,71,other,Graduate,Together,61278,other_income,0,1,87,61-90 days,111,3,28,2,6,15,165,2,3,1,4,6,0,0,0,0,0,0,0
